"var.x1"	"var.x2"	"var.mid"
4.49	12.49	8.49
4.49	12.515	8.5025
4.49	12.54	8.515
4.49	12.565	8.5275
4.49	12.59	8.54
4.49	12.615	8.5525
4.49	12.64	8.565
4.49	12.665	8.5775
4.49	12.69	8.59
4.49	12.715	8.6025
4.49	12.74	8.615
4.49	12.765	8.6275
4.49	12.79	8.64
4.49	12.815	8.6525
4.49	12.84	8.665
4.49	12.865	8.6775
4.49	12.89	8.69
4.515	4.54	4.5275
4.515	4.565	4.54
4.515	4.59	4.5525
4.515	4.615	4.565
4.515	4.64	4.5775
4.515	4.665	4.59
4.515	4.69	4.6025
4.515	4.715	4.615
4.515	4.74	4.6275
4.515	4.765	4.64
4.515	4.79	4.6525
4.515	4.815	4.665
4.515	4.84	4.6775
4.515	4.865	4.69
4.515	4.89	4.7025
4.515	4.915	4.715
4.515	4.94	4.7275
4.515	4.965	4.74
4.515	4.99	4.7525
4.515	5.015	4.765
4.515	5.04	4.7775
4.515	5.065	4.79
4.515	5.09	4.8025
4.515	5.115	4.815
4.515	5.14	4.8275
4.515	5.165	4.84
4.515	5.19	4.8525
4.515	5.215	4.865
4.515	5.24	4.8775
4.515	5.265	4.89
4.515	5.29	4.9025
4.515	5.315	4.915
4.515	5.34	4.9275
4.515	5.365	4.94
4.515	5.39	4.9525
4.515	5.415	4.965
4.515	5.44	4.9775
4.515	5.465	4.99
4.515	5.49	5.0025
4.515	5.515	5.015
4.515	5.54	5.0275
4.515	5.565	5.04
4.515	5.59	5.0525
4.515	5.615	5.065
4.515	5.64	5.0775
4.515	5.665	5.09
4.515	5.69	5.1025
4.515	5.715	5.115
4.515	5.74	5.1275
4.515	5.765	5.14
4.515	5.79	5.1525
4.515	5.815	5.165
4.515	5.84	5.1775
4.515	5.865	5.19
4.515	5.89	5.2025
4.515	5.915	5.215
4.515	5.94	5.2275
4.515	5.965	5.24
4.515	5.99	5.2525
4.515	6.015	5.265
4.515	6.04	5.2775
4.515	6.065	5.29
4.515	6.09	5.3025
4.515	6.115	5.315
4.515	6.14	5.3275
4.515	6.165	5.34
4.515	6.19	5.3525
4.515	6.215	5.365
4.515	6.24	5.3775
4.515	6.265	5.39
4.515	6.29	5.4025
4.515	6.315	5.415
4.515	6.34	5.4275
4.515	6.365	5.44
4.515	6.39	5.4525
4.515	6.415	5.465
4.515	6.44	5.4775
4.515	6.465	5.49
4.515	6.49	5.5025
4.515	6.515	5.515
4.515	6.54	5.5275
4.515	6.565	5.54
4.515	6.59	5.5525
4.515	6.615	5.565
4.515	6.64	5.5775
4.515	6.665	5.59
4.515	6.69	5.6025
4.515	6.715	5.615
4.515	6.74	5.6275
4.515	6.765	5.64
4.515	6.79	5.6525
4.515	6.815	5.665
4.515	6.84	5.6775
4.515	6.865	5.69
4.515	6.89	5.7025
4.515	6.915	5.715
4.515	6.94	5.7275
4.515	6.965	5.74
4.515	6.99	5.7525
4.515	7.015	5.765
4.515	7.04	5.7775
4.515	7.065	5.79
4.515	7.09	5.8025
4.515	7.115	5.815
4.515	7.14	5.8275
4.515	7.165	5.84
4.515	7.19	5.8525
4.515	7.215	5.865
4.515	7.24	5.8775
4.515	7.265	5.89
4.515	7.29	5.9025
4.515	7.315	5.915
4.515	7.34	5.9275
4.515	7.365	5.94
4.515	7.39	5.9525
4.515	7.415	5.965
4.515	7.44	5.9775
4.515	7.465	5.99
4.515	7.49	6.0025
4.515	7.515	6.015
4.515	7.54	6.0275
4.515	7.565	6.04
4.515	7.59	6.0525
4.515	7.615	6.065
4.515	7.64	6.0775
4.515	7.665	6.09
4.515	7.69	6.1025
4.515	7.715	6.115
4.515	7.74	6.1275
4.515	7.765	6.14
4.515	7.79	6.1525
4.515	7.815	6.165
4.515	7.84	6.1775
4.515	7.865	6.19
4.515	7.89	6.2025
4.515	7.915	6.215
4.515	7.94	6.2275
4.515	7.965	6.24
4.515	7.99	6.2525
4.515	8.015	6.265
4.515	8.04	6.2775
4.515	8.065	6.29
4.515	8.09	6.3025
4.515	8.115	6.315
4.515	8.14	6.3275
4.515	8.165	6.34
4.515	8.19	6.3525
4.515	8.215	6.365
4.515	8.24	6.3775
4.515	8.265	6.39
4.515	8.29	6.4025
4.515	8.315	6.415
4.515	8.34	6.4275
4.515	8.365	6.44
4.515	8.39	6.4525
4.515	8.415	6.465
4.515	8.44	6.4775
4.515	8.465	6.49
4.515	8.49	6.5025
4.515	8.515	6.515
4.515	8.54	6.5275
4.515	8.565	6.54
4.515	8.59	6.5525
4.515	8.615	6.565
4.515	8.64	6.5775
4.515	8.665	6.59
4.515	8.69	6.6025
4.515	8.715	6.615
4.515	8.74	6.6275
4.515	8.765	6.64
4.515	8.79	6.6525
4.515	8.815	6.665
4.515	8.84	6.6775
4.515	8.865	6.69
4.515	8.89	6.7025
4.515	8.915	6.715
4.515	8.94	6.7275
4.515	8.965	6.74
4.515	8.99	6.7525
4.515	9.015	6.765
4.515	9.04	6.7775
4.515	9.065	6.79
4.515	9.09	6.8025
4.515	9.115	6.815
4.515	9.14	6.8275
4.515	9.165	6.84
4.515	9.19	6.8525
4.515	9.215	6.865
4.515	9.24	6.8775
4.515	9.265	6.89
4.515	9.29	6.9025
4.515	9.315	6.915
4.515	9.34	6.9275
4.515	9.365	6.94
4.515	9.39	6.9525
4.515	9.415	6.965
4.515	9.44	6.9775
4.515	9.465	6.99
4.515	9.49	7.0025
4.515	9.515	7.015
4.515	9.54	7.0275
4.515	9.565	7.04
4.515	9.59	7.0525
4.515	9.615	7.065
4.515	9.64	7.0775
4.515	9.665	7.09
4.515	9.69	7.1025
4.515	9.715	7.115
4.515	9.74	7.1275
4.515	9.765	7.14
4.515	9.79	7.1525
4.515	9.815	7.165
4.515	9.84	7.1775
4.515	9.865	7.19
4.515	9.89	7.2025
4.515	9.915	7.215
4.515	9.94	7.2275
4.515	9.965	7.24
4.515	9.99	7.2525
4.515	10.015	7.265
4.515	10.04	7.2775
4.515	10.065	7.29
4.515	10.09	7.3025
4.515	10.115	7.315
4.515	10.14	7.3275
4.515	10.165	7.34
4.515	10.19	7.3525
4.515	10.215	7.365
4.515	10.24	7.3775
4.515	10.265	7.39
4.515	10.29	7.4025
4.515	10.315	7.415
4.515	10.34	7.4275
4.515	10.365	7.44
4.515	10.39	7.4525
4.515	10.415	7.465
4.515	10.44	7.4775
4.515	10.465	7.49
4.515	10.49	7.5025
4.515	10.515	7.515
4.515	10.54	7.5275
4.515	10.565	7.54
4.515	10.59	7.5525
4.515	10.615	7.565
4.515	10.64	7.5775
4.515	10.665	7.59
4.515	10.69	7.6025
4.515	10.715	7.615
4.515	10.74	7.6275
4.515	10.765	7.64
4.515	10.79	7.6525
4.515	10.815	7.665
4.515	10.84	7.6775
4.515	10.865	7.69
4.515	10.89	7.7025
4.515	10.915	7.715
4.515	10.94	7.7275
4.515	10.965	7.74
4.515	10.99	7.7525
4.515	11.015	7.765
4.515	11.04	7.7775
4.515	11.065	7.79
4.515	11.09	7.8025
4.515	11.115	7.815
4.515	11.14	7.8275
4.515	11.165	7.84
4.515	11.19	7.8525
4.515	11.215	7.865
4.515	11.24	7.8775
4.515	11.265	7.89
4.515	11.29	7.9025
4.515	11.315	7.915
4.515	11.34	7.9275
4.515	11.365	7.94
4.515	11.39	7.9525
4.515	11.415	7.965
4.515	11.44	7.9775
4.515	11.465	7.99
4.515	11.49	8.0025
4.515	11.515	8.015
4.515	11.54	8.0275
4.515	11.565	8.04
4.515	11.59	8.0525
4.515	11.615	8.065
4.515	11.64	8.0775
4.515	11.665	8.09
4.515	11.69	8.1025
4.515	11.715	8.115
4.515	11.74	8.1275
4.515	11.765	8.14
4.515	11.79	8.1525
4.515	11.815	8.165
4.515	11.84	8.1775
4.515	11.865	8.19
4.515	11.89	8.2025
4.515	11.915	8.215
4.515	11.94	8.2275
4.515	11.965	8.24
4.515	11.99	8.2525
4.515	12.015	8.265
4.515	12.04	8.2775
4.515	12.065	8.29
4.515	12.09	8.3025
4.515	12.115	8.315
4.515	12.14	8.3275
4.515	12.165	8.34
4.515	12.19	8.3525
4.515	12.215	8.365
4.515	12.24	8.3775
4.515	12.265	8.39
4.515	12.29	8.4025
4.515	12.315	8.415
4.515	12.34	8.4275
4.515	12.365	8.44
4.515	12.39	8.4525
4.515	12.415	8.465
4.515	12.44	8.4775
4.515	12.465	8.49
4.515	12.49	8.5025
4.515	12.515	8.515
4.515	12.54	8.5275
4.515	12.565	8.54
4.515	12.59	8.5525
4.515	12.615	8.565
4.515	12.64	8.5775
4.515	12.665	8.59
4.515	12.69	8.6025
4.515	12.715	8.615
4.515	12.74	8.6275
4.515	12.765	8.64
4.515	12.79	8.6525
4.515	12.815	8.665
4.515	12.84	8.6775
4.515	12.865	8.69
4.515	12.89	8.7025
4.54	4.565	4.5525
4.54	4.59	4.565
4.54	4.615	4.5775
4.54	4.64	4.59
4.54	4.665	4.6025
4.54	4.69	4.615
4.54	4.715	4.6275
4.54	4.74	4.64
4.54	4.765	4.6525
4.54	4.79	4.665
4.54	4.815	4.6775
4.54	4.84	4.69
4.54	4.865	4.7025
4.54	4.89	4.715
4.54	4.915	4.7275
4.54	4.94	4.74
4.54	4.965	4.7525
4.54	4.99	4.765
4.54	5.015	4.7775
4.54	5.04	4.79
4.54	5.065	4.8025
4.54	5.09	4.815
4.54	5.115	4.8275
4.54	5.14	4.84
4.54	5.165	4.8525
4.54	5.19	4.865
4.54	5.215	4.8775
4.54	5.24	4.89
4.54	5.265	4.9025
4.54	5.29	4.915
4.54	5.315	4.9275
4.54	5.34	4.94
4.54	5.365	4.9525
4.54	5.39	4.965
4.54	5.415	4.9775
4.54	5.44	4.99
4.54	5.465	5.0025
4.54	5.49	5.015
4.54	5.515	5.0275
4.54	5.54	5.04
4.54	5.565	5.0525
4.54	5.59	5.065
4.54	5.615	5.0775
4.54	5.64	5.09
4.54	5.665	5.1025
4.54	5.69	5.115
4.54	5.715	5.1275
4.54	5.74	5.14
4.54	5.765	5.1525
4.54	5.79	5.165
4.54	5.815	5.1775
4.54	5.84	5.19
4.54	5.865	5.2025
4.54	5.89	5.215
4.54	5.915	5.2275
4.54	5.94	5.24
4.54	5.965	5.2525
4.54	5.99	5.265
4.54	6.015	5.2775
4.54	6.04	5.29
4.54	6.065	5.3025
4.54	6.09	5.315
4.54	6.115	5.3275
4.54	6.14	5.34
4.54	6.165	5.3525
4.54	6.19	5.365
4.54	6.215	5.3775
4.54	6.24	5.39
4.54	6.265	5.4025
4.54	6.29	5.415
4.54	6.315	5.4275
4.54	6.34	5.44
4.54	6.365	5.4525
4.54	6.39	5.465
4.54	6.415	5.4775
4.54	6.44	5.49
4.54	6.465	5.5025
4.54	6.49	5.515
4.54	6.515	5.5275
4.54	6.54	5.54
4.54	6.565	5.5525
4.54	6.59	5.565
4.54	6.615	5.5775
4.54	6.64	5.59
4.54	6.665	5.6025
4.54	6.69	5.615
4.54	6.715	5.6275
4.54	6.74	5.64
4.54	6.765	5.6525
4.54	6.79	5.665
4.54	6.815	5.6775
4.54	6.84	5.69
4.54	6.865	5.7025
4.54	6.89	5.715
4.54	6.915	5.7275
4.54	6.94	5.74
4.54	6.965	5.7525
4.54	6.99	5.765
4.54	7.015	5.7775
4.54	7.04	5.79
4.54	7.065	5.8025
4.54	7.09	5.815
4.54	7.115	5.8275
4.54	7.14	5.84
4.54	7.165	5.8525
4.54	7.19	5.865
4.54	7.215	5.8775
4.54	7.24	5.89
4.54	7.265	5.9025
4.54	7.29	5.915
4.54	7.315	5.9275
4.54	7.34	5.94
4.54	7.365	5.9525
4.54	7.39	5.965
4.54	7.415	5.9775
4.54	7.44	5.99
4.54	7.465	6.0025
4.54	7.49	6.015
4.54	7.515	6.0275
4.54	7.54	6.04
4.54	7.565	6.0525
4.54	7.59	6.065
4.54	7.615	6.0775
4.54	7.64	6.09
4.54	7.665	6.1025
4.54	7.69	6.115
4.54	7.715	6.1275
4.54	7.74	6.14
4.54	7.765	6.1525
4.54	7.79	6.165
4.54	7.815	6.1775
4.54	7.84	6.19
4.54	7.865	6.2025
4.54	7.89	6.215
4.54	7.915	6.2275
4.54	7.94	6.24
4.54	7.965	6.2525
4.54	7.99	6.265
4.54	8.015	6.2775
4.54	8.04	6.29
4.54	8.065	6.3025
4.54	8.09	6.315
4.54	8.115	6.3275
4.54	8.14	6.34
4.54	8.165	6.3525
4.54	8.19	6.365
4.54	8.215	6.3775
4.54	8.24	6.39
4.54	8.265	6.4025
4.54	8.29	6.415
4.54	8.315	6.4275
4.54	8.34	6.44
4.54	8.365	6.4525
4.54	8.39	6.465
4.54	8.415	6.4775
4.54	8.44	6.49
4.54	8.465	6.5025
4.54	8.49	6.515
4.54	8.515	6.5275
4.54	8.54	6.54
4.54	8.565	6.5525
4.54	8.59	6.565
4.54	8.615	6.5775
4.54	8.64	6.59
4.54	8.665	6.6025
4.54	8.69	6.615
4.54	8.715	6.6275
4.54	8.74	6.64
4.54	8.765	6.6525
4.54	8.79	6.665
4.54	8.815	6.6775
4.54	8.84	6.69
4.54	8.865	6.7025
4.54	8.89	6.715
4.54	8.915	6.7275
4.54	8.94	6.74
4.54	8.965	6.7525
4.54	8.99	6.765
4.54	9.015	6.7775
4.54	9.04	6.79
4.54	9.065	6.8025
4.54	9.09	6.815
4.54	9.115	6.8275
4.54	9.14	6.84
4.54	9.165	6.8525
4.54	9.19	6.865
4.54	9.215	6.8775
4.54	9.24	6.89
4.54	9.265	6.9025
4.54	9.29	6.915
4.54	9.315	6.9275
4.54	9.34	6.94
4.54	9.365	6.9525
4.54	9.39	6.965
4.54	9.415	6.9775
4.54	9.44	6.99
4.54	9.465	7.0025
4.54	9.49	7.015
4.54	9.515	7.0275
4.54	9.54	7.04
4.54	9.565	7.0525
4.54	9.59	7.065
4.54	9.615	7.0775
4.54	9.64	7.09
4.54	9.665	7.1025
4.54	9.69	7.115
4.54	9.715	7.1275
4.54	9.74	7.14
4.54	9.765	7.1525
4.54	9.79	7.165
4.54	9.815	7.1775
4.54	9.84	7.19
4.54	9.865	7.2025
4.54	9.89	7.215
4.54	9.915	7.2275
4.54	9.94	7.24
4.54	9.965	7.2525
4.54	9.99	7.265
4.54	10.015	7.2775
4.54	10.04	7.29
4.54	10.065	7.3025
4.54	10.09	7.315
4.54	10.115	7.3275
4.54	10.14	7.34
4.54	10.165	7.3525
4.54	10.19	7.365
4.54	10.215	7.3775
4.54	10.24	7.39
4.54	10.265	7.4025
4.54	10.29	7.415
4.54	10.315	7.4275
4.54	10.34	7.44
4.54	10.365	7.4525
4.54	10.39	7.465
4.54	10.415	7.4775
4.54	10.44	7.49
4.54	10.465	7.5025
4.54	10.49	7.515
4.54	10.515	7.5275
4.54	10.54	7.54
4.54	10.565	7.5525
4.54	10.59	7.565
4.54	10.615	7.5775
4.54	10.64	7.59
4.54	10.665	7.6025
4.54	10.69	7.615
4.54	10.715	7.6275
4.54	10.74	7.64
4.54	10.765	7.6525
4.54	10.79	7.665
4.54	10.815	7.6775
4.54	10.84	7.69
4.54	10.865	7.7025
4.54	10.89	7.715
4.54	10.915	7.7275
4.54	10.94	7.74
4.54	10.965	7.7525
4.54	10.99	7.765
4.54	11.015	7.7775
4.54	11.04	7.79
4.54	11.065	7.8025
4.54	11.09	7.815
4.54	11.115	7.8275
4.54	11.14	7.84
4.54	11.165	7.8525
4.54	11.19	7.865
4.54	11.215	7.8775
4.54	11.24	7.89
4.54	11.265	7.9025
4.54	11.29	7.915
4.54	11.315	7.9275
4.54	11.34	7.94
4.54	11.365	7.9525
4.54	11.39	7.965
4.54	11.415	7.9775
4.54	11.44	7.99
4.54	11.465	8.0025
4.54	11.49	8.015
4.54	11.515	8.0275
4.54	11.54	8.04
4.54	11.565	8.0525
4.54	11.59	8.065
4.54	11.615	8.0775
4.54	11.64	8.09
4.54	11.665	8.1025
4.54	11.69	8.115
4.54	11.715	8.1275
4.54	11.74	8.14
4.54	11.765	8.1525
4.54	11.79	8.165
4.54	11.815	8.1775
4.54	11.84	8.19
4.54	11.865	8.2025
4.54	11.89	8.215
4.54	11.915	8.2275
4.54	11.94	8.24
4.54	11.965	8.2525
4.54	11.99	8.265
4.54	12.015	8.2775
4.54	12.04	8.29
4.54	12.065	8.3025
4.54	12.09	8.315
4.54	12.115	8.3275
4.54	12.14	8.34
4.54	12.165	8.3525
4.54	12.19	8.365
4.54	12.215	8.3775
4.54	12.24	8.39
4.54	12.265	8.4025
4.54	12.29	8.415
4.54	12.315	8.4275
4.54	12.34	8.44
4.54	12.365	8.4525
4.54	12.39	8.465
4.54	12.415	8.4775
4.54	12.44	8.49
4.54	12.465	8.5025
4.54	12.49	8.515
4.54	12.515	8.5275
4.54	12.54	8.54
4.54	12.565	8.5525
4.54	12.59	8.565
4.54	12.615	8.5775
4.54	12.64	8.59
4.54	12.665	8.6025
4.54	12.69	8.615
4.54	12.715	8.6275
4.54	12.74	8.64
4.54	12.765	8.6525
4.54	12.79	8.665
4.54	12.815	8.6775
4.54	12.84	8.69
4.54	12.865	8.7025
4.54	12.89	8.715
4.565	4.59	4.5775
4.565	4.615	4.59
4.565	4.64	4.6025
4.565	4.665	4.615
4.565	4.69	4.6275
4.565	4.715	4.64
4.565	4.74	4.6525
4.565	4.765	4.665
4.565	4.79	4.6775
4.565	4.815	4.69
4.565	4.84	4.7025
4.565	4.865	4.715
4.565	4.89	4.7275
4.565	4.915	4.74
4.565	4.94	4.7525
4.565	4.965	4.765
4.565	4.99	4.7775
4.565	5.015	4.79
4.565	5.04	4.8025
4.565	5.065	4.815
4.565	5.09	4.8275
4.565	5.115	4.84
4.565	5.14	4.8525
4.565	5.165	4.865
4.565	5.19	4.8775
4.565	5.215	4.89
4.565	5.24	4.9025
4.565	5.265	4.915
4.565	5.29	4.9275
4.565	5.315	4.94
4.565	5.34	4.9525
4.565	5.365	4.965
4.565	5.39	4.9775
4.565	5.415	4.99
4.565	5.44	5.0025
4.565	5.465	5.015
4.565	5.49	5.0275
4.565	5.515	5.04
4.565	5.54	5.0525
4.565	5.565	5.065
4.565	5.59	5.0775
4.565	5.615	5.09
4.565	5.64	5.1025
4.565	5.665	5.115
4.565	5.69	5.1275
4.565	5.715	5.14
4.565	5.74	5.1525
4.565	5.765	5.165
4.565	5.79	5.1775
4.565	5.815	5.19
4.565	5.84	5.2025
4.565	5.865	5.215
4.565	5.89	5.2275
4.565	5.915	5.24
4.565	5.94	5.2525
4.565	5.965	5.265
4.565	5.99	5.2775
4.565	6.015	5.29
4.565	6.04	5.3025
4.565	6.065	5.315
4.565	6.09	5.3275
4.565	6.115	5.34
4.565	6.14	5.3525
4.565	6.165	5.365
4.565	6.19	5.3775
4.565	6.215	5.39
4.565	6.24	5.4025
4.565	6.265	5.415
4.565	6.29	5.4275
4.565	6.315	5.44
4.565	6.34	5.4525
4.565	6.365	5.465
4.565	6.39	5.4775
4.565	6.415	5.49
4.565	6.44	5.5025
4.565	6.465	5.515
4.565	6.49	5.5275
4.565	6.515	5.54
4.565	6.54	5.5525
4.565	6.565	5.565
4.565	6.59	5.5775
4.565	6.615	5.59
4.565	6.64	5.6025
4.565	6.665	5.615
4.565	6.69	5.6275
4.565	6.715	5.64
4.565	6.74	5.6525
4.565	6.765	5.665
4.565	6.79	5.6775
4.565	6.815	5.69
4.565	6.84	5.7025
4.565	6.865	5.715
4.565	6.89	5.7275
4.565	6.915	5.74
4.565	6.94	5.7525
4.565	6.965	5.765
4.565	6.99	5.7775
4.565	7.015	5.79
4.565	7.04	5.8025
4.565	7.065	5.815
4.565	7.09	5.8275
4.565	7.115	5.84
4.565	7.14	5.8525
4.565	7.165	5.865
4.565	7.19	5.8775
4.565	7.215	5.89
4.565	7.24	5.9025
4.565	7.265	5.915
4.565	7.29	5.9275
4.565	7.315	5.94
4.565	7.34	5.9525
4.565	7.365	5.965
4.565	7.39	5.9775
4.565	7.415	5.99
4.565	7.44	6.0025
4.565	7.465	6.015
4.565	7.49	6.0275
4.565	7.515	6.04
4.565	7.54	6.0525
4.565	7.565	6.065
4.565	7.59	6.0775
4.565	7.615	6.09
4.565	7.64	6.1025
4.565	7.665	6.115
4.565	7.69	6.1275
4.565	7.715	6.14
4.565	7.74	6.1525
4.565	7.765	6.165
4.565	7.79	6.1775
4.565	7.815	6.19
4.565	7.84	6.2025
4.565	7.865	6.215
4.565	7.89	6.2275
4.565	7.915	6.24
4.565	7.94	6.2525
4.565	7.965	6.265
4.565	7.99	6.2775
4.565	8.015	6.29
4.565	8.04	6.3025
4.565	8.065	6.315
4.565	8.09	6.3275
4.565	8.115	6.34
4.565	8.14	6.3525
4.565	8.165	6.365
4.565	8.19	6.3775
4.565	8.215	6.39
4.565	8.24	6.4025
4.565	8.265	6.415
4.565	8.29	6.4275
4.565	8.315	6.44
4.565	8.34	6.4525
4.565	8.365	6.465
4.565	8.39	6.4775
4.565	8.415	6.49
4.565	8.44	6.5025
4.565	8.465	6.515
4.565	8.49	6.5275
4.565	8.515	6.54
4.565	8.54	6.5525
4.565	8.565	6.565
4.565	8.59	6.5775
4.565	8.615	6.59
4.565	8.64	6.6025
4.565	8.665	6.615
4.565	8.69	6.6275
4.565	8.715	6.64
4.565	8.74	6.6525
4.565	8.765	6.665
4.565	8.79	6.6775
4.565	8.815	6.69
4.565	8.84	6.7025
4.565	8.865	6.715
4.565	8.89	6.7275
4.565	8.915	6.74
4.565	8.94	6.7525
4.565	8.965	6.765
4.565	8.99	6.7775
4.565	9.015	6.79
4.565	9.04	6.8025
4.565	9.065	6.815
4.565	9.09	6.8275
4.565	9.115	6.84
4.565	9.14	6.8525
4.565	9.165	6.865
4.565	9.19	6.8775
4.565	9.215	6.89
4.565	9.24	6.9025
4.565	9.265	6.915
4.565	9.29	6.9275
4.565	9.315	6.94
4.565	9.34	6.9525
4.565	9.365	6.965
4.565	9.39	6.9775
4.565	9.415	6.99
4.565	9.44	7.0025
4.565	9.465	7.015
4.565	9.49	7.0275
4.565	9.515	7.04
4.565	9.54	7.0525
4.565	9.565	7.065
4.565	9.59	7.0775
4.565	9.615	7.09
4.565	9.64	7.1025
4.565	9.665	7.115
4.565	9.69	7.1275
4.565	9.715	7.14
4.565	9.74	7.1525
4.565	9.765	7.165
4.565	9.79	7.1775
4.565	9.815	7.19
4.565	9.84	7.2025
4.565	9.865	7.215
4.565	9.89	7.2275
4.565	9.915	7.24
4.565	9.94	7.2525
4.565	9.965	7.265
4.565	9.99	7.2775
4.565	10.015	7.29
4.565	10.04	7.3025
4.565	10.065	7.315
4.565	10.09	7.3275
4.565	10.115	7.34
4.565	10.14	7.3525
4.565	10.165	7.365
4.565	10.19	7.3775
4.565	10.215	7.39
4.565	10.24	7.4025
4.565	10.265	7.415
4.565	10.29	7.4275
4.565	10.315	7.44
4.565	10.34	7.4525
4.565	10.365	7.465
4.565	10.39	7.4775
4.565	10.415	7.49
4.565	10.44	7.5025
4.565	10.465	7.515
4.565	10.49	7.5275
4.565	10.515	7.54
4.565	10.54	7.5525
4.565	10.565	7.565
4.565	10.59	7.5775
4.565	10.615	7.59
4.565	10.64	7.6025
4.565	10.665	7.615
4.565	10.69	7.6275
4.565	10.715	7.64
4.565	10.74	7.6525
4.565	10.765	7.665
4.565	10.79	7.6775
4.565	10.815	7.69
4.565	10.84	7.7025
4.565	10.865	7.715
4.565	10.89	7.7275
4.565	10.915	7.74
4.565	10.94	7.7525
4.565	10.965	7.765
4.565	10.99	7.7775
4.565	11.015	7.79
4.565	11.04	7.8025
4.565	11.065	7.815
4.565	11.09	7.8275
4.565	11.115	7.84
4.565	11.14	7.8525
4.565	11.165	7.865
4.565	11.19	7.8775
4.565	11.215	7.89
4.565	11.24	7.9025
4.565	11.265	7.915
4.565	11.29	7.9275
4.565	11.315	7.94
4.565	11.34	7.9525
4.565	11.365	7.965
4.565	11.39	7.9775
4.565	11.415	7.99
4.565	11.44	8.0025
4.565	11.465	8.015
4.565	11.49	8.0275
4.565	11.515	8.04
4.565	11.54	8.0525
4.565	11.565	8.065
4.565	11.59	8.0775
4.565	11.615	8.09
4.565	11.64	8.1025
4.565	11.665	8.115
4.565	11.69	8.1275
4.565	11.715	8.14
4.565	11.74	8.1525
4.565	11.765	8.165
4.565	11.79	8.1775
4.565	11.815	8.19
4.565	11.84	8.2025
4.565	11.865	8.215
4.565	11.89	8.2275
4.565	11.915	8.24
4.565	11.94	8.2525
4.565	11.965	8.265
4.565	11.99	8.2775
4.565	12.015	8.29
4.565	12.04	8.3025
4.565	12.065	8.315
4.565	12.09	8.3275
4.565	12.115	8.34
4.565	12.14	8.3525
4.565	12.165	8.365
4.565	12.19	8.3775
4.565	12.215	8.39
4.565	12.24	8.4025
4.565	12.265	8.415
4.565	12.29	8.4275
4.565	12.315	8.44
4.565	12.34	8.4525
4.565	12.365	8.465
4.565	12.39	8.4775
4.565	12.415	8.49
4.565	12.44	8.5025
4.565	12.465	8.515
4.565	12.49	8.5275
4.565	12.515	8.54
4.565	12.54	8.5525
4.565	12.565	8.565
4.565	12.59	8.5775
4.565	12.615	8.59
4.565	12.64	8.6025
4.565	12.665	8.615
4.565	12.69	8.6275
4.565	12.715	8.64
4.565	12.74	8.6525
4.565	12.765	8.665
4.565	12.79	8.6775
4.565	12.815	8.69
4.565	12.84	8.7025
4.565	12.865	8.715
4.565	12.89	8.7275
4.59	4.615	4.6025
4.59	4.64	4.615
4.59	4.665	4.6275
4.59	4.69	4.64
4.59	4.715	4.6525
4.59	4.74	4.665
4.59	4.765	4.6775
4.59	4.79	4.69
4.59	4.815	4.7025
4.59	4.84	4.715
4.59	4.865	4.7275
4.59	4.89	4.74
4.59	4.915	4.7525
4.59	4.94	4.765
4.59	4.965	4.7775
4.59	4.99	4.79
4.59	5.015	4.8025
4.59	5.04	4.815
4.59	5.065	4.8275
4.59	5.09	4.84
4.59	5.115	4.8525
4.59	5.14	4.865
4.59	5.165	4.8775
4.59	5.19	4.89
4.59	5.215	4.9025
4.59	5.24	4.915
4.59	5.265	4.9275
4.59	5.29	4.94
4.59	5.315	4.9525
4.59	5.34	4.965
4.59	5.365	4.9775
4.59	5.39	4.99
4.59	5.415	5.0025
4.59	5.44	5.015
4.59	5.465	5.0275
4.59	5.49	5.04
4.59	5.515	5.0525
4.59	5.54	5.065
4.59	5.565	5.0775
4.59	5.59	5.09
4.59	5.615	5.1025
4.59	5.64	5.115
4.59	5.665	5.1275
4.59	5.69	5.14
4.59	5.715	5.1525
4.59	5.74	5.165
4.59	5.765	5.1775
4.59	5.79	5.19
4.59	5.815	5.2025
4.59	5.84	5.215
4.59	5.865	5.2275
4.59	5.89	5.24
4.59	5.915	5.2525
4.59	5.94	5.265
4.59	5.965	5.2775
4.59	5.99	5.29
4.59	6.015	5.3025
4.59	6.04	5.315
4.59	6.065	5.3275
4.59	6.09	5.34
4.59	6.115	5.3525
4.59	6.14	5.365
4.59	6.165	5.3775
4.59	6.19	5.39
4.59	6.215	5.4025
4.59	6.24	5.415
4.59	6.265	5.4275
4.59	6.29	5.44
4.59	6.315	5.4525
4.59	6.34	5.465
4.59	6.365	5.4775
4.59	6.39	5.49
4.59	6.415	5.5025
4.59	6.44	5.515
4.59	6.465	5.5275
4.59	6.49	5.54
4.59	6.515	5.5525
4.59	6.54	5.565
4.59	6.565	5.5775
4.59	6.59	5.59
4.59	6.615	5.6025
4.59	6.64	5.615
4.59	6.665	5.6275
4.59	6.69	5.64
4.59	6.715	5.6525
4.59	6.74	5.665
4.59	6.765	5.6775
4.59	6.79	5.69
4.59	6.815	5.7025
4.59	6.84	5.715
4.59	6.865	5.7275
4.59	6.89	5.74
4.59	6.915	5.7525
4.59	6.94	5.765
4.59	6.965	5.7775
4.59	6.99	5.79
4.59	7.015	5.8025
4.59	7.04	5.815
4.59	7.065	5.8275
